Artist 183/948 | Stage Name: Kang Daniel | Full Name: Kang Eui-geon | Gender: Male | Birth Year: 1996-12-10 | Age: 29 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor, model, television host, businessman, philanthropist | Years Active: 2017–present | Group: None | Genre: K-pop, EDM, Hip hop, R&B | 
Artist 184/948 | Stage Name: Kang Doo | Full Name: Song Yong-Shik | Gender: Male | Birth Year: 1979-02-27 | Age: 46 | Birth Place: Unknown | Nationality: South Korean | Occupation(s):  | Years Active: Not found | Group: The Jadu | Genre: Rock, pop | 
Artist 185/948 | Stage Name: Kang In-soo | Full Name: Kang In-soo | Gender: Male | Birth Year: 1988-03-10 | Age: 37 | Birth Place: Suwon, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 186/948 | Stage Name: Kang Kyun-sung | Full Name: Kang Kyun-sung | Gender: Male | Birth Year: 1981 | Age: 45 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2002–present | Group: Noel | Genre: K-pop, R&B | 
Artist 187/948 | Stage Name: Kang Min-hyuk | Full Name: Kang Min-hyuk | Gender: Male | Birth Year: 1991-06-28 | Age: 34 | Birth Place: Ilsan-gu, Goyang, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, drummer, actor | Years Active: 2009–present | Group: CNBLUE | Genre: Rock, pop, electronic | 
Artist 188/948 | Stage Name: Kang Seung-yoon | Full Name: Kang Seung-yoon | Gender: Male | Birth Year: 1994-01-21 | Age: 32 | Birth Place: Haeundae District, Busan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, composer, actor | Years Active: 2013–present | Group: Winner | Genre: K-pop, R&B, Hip-hop | 
Artist 189/948 | Stage Name: Kang Sung-hoon (singer) | Full Name: Kang Sung-hoon | Gender: Male | Birth Year: 1980-02-22 | Age: 46 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 1997–present | Group: Sechs Kies | Genre: K-pop, dance-pop, hip hop, R&B | 
Artist 190/948 | Stage Name: Kang Tae-oh | Full Name: Kim Yoon-hwan | Gender: Male | Birth Year: 1994-06-20 | Age: 31 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2013–present | Group: None | Genre: K-pop | 
Artist 191/948 | Stage Name: Kang Yu-chan | Full Name: Kang Yu-chan | Gender: Male | Birth Year: 1997-12-31 | Age: 28 | Birth Place: Jeju Province, South Korea | Nationality: Korean | Occupation(s): singer, actor | Years Active: 2017–present | Group: A.C.E | Genre: K-pop | 
Artist 192/948 | Stage Name: Kangin | Full Name: Kim Young-woon | Gender: Male | Birth Year: 1985-01-17 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s): Singer, actor, television host, radio personality | Years Active: 2005–2019 | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 193/948 | Stage Name: Kangnam (singer) | Full Name: Yasuo Namekawa | Gender: Male | Birth Year: 1987-03-23 | Age: 38 | Birth Place: Tokyo, Japan | Nationality: Japanese | Occupation(s): Singer, television personality, Actor, Youtuber | Years Active: 2008–present | Group: None | Genre: Hip hop, dance-pop, electropop, R&B, electronica | 
Artist 194/948 | Stage Name: Kangta | Full Name: An Chil-hyun | Gender: Male | Birth Year: 1979-10-10 | Age: 46 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, composer, record producer, actor, radio personality, creative director | Years Active: 1996–present | Group: H.O.T. | Genre: K-pop, dance, hip hop | 
Artist 195/948 | Stage Name: Kanto (rapper) | Full Name: Choi Kwang-ryul | Gender: Male | Birth Year: 1994-05-23 | Age: 31 | Birth Place: Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): rapper, composer | Years Active: 2013–present | Group: Troy | Genre: K-pop, hip hop, R&B | 
Artist 196/948 | Stage Name: Kasper (singer) | Full Name: Lee Se-rin | Gender: Female | Birth Year: 1993-04-17 | Age: 32 | Birth Place: United States | Nationality: Korean | Occupation(s): Singer, rapper, YouTuber | Years Active: 2014  –present | Group: None | Genre: Hip hop | 
Artist 197/948 | Stage Name: Kebee | Full Name: Bae Lee-sak | Gender: Male | Birth Year: 1983-05-29 | Age: 42 | Birth Place: South Korea | Nationality: Korean | Occupation(s): Rapper | Years Active: 2004–present | Group: Eluphant | Genre: Korean hip hop | 
Artist 198/948 | Stage Name: Ken (South Korean singer) | Full Name: Lee Jae-hwan | Gender: Male | Birth Year: 1992-04-06 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2012–present | Group: VIXX | Genre: K-pop | 
Artist 199/948 | Stage Name: Key (entertainer) | Full Name: Kim Ki-bum | Gender: Male | Birth Year: 1991-09-23 | Age: 34 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, television personality | Years Active: 2008–present | Group: Shinee | Genre: K-pop, J-pop, R&B, EDM, hip hop | 
Artist 200/948 | Stage Name: Kidoh | Full Name: Jin Hyo-sang | Gender: Male | Birth Year: 1992-12-16 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer, rapper, record producer | Years Active: 2013–present | Group: None | Genre: K-pop, hip hop | 
Artist 201/948 | Stage Name: Kiggen | Full Name: Lee Ki-won | Gender: Male | Birth Year: 1979-03-13 | Age: 46 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, lyricist, composer, record producer | Years Active: 2007–present | Group: None | Genre: Hip hop | 
Artist 202/948 | Stage Name: Kihyun | Full Name: Yoo Ki-hyun | Gender: Male | Birth Year: 1993-11-22 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2015–present | Group: Monsta X | Genre: K-pop, hip hop, trap, EDM, R&B | 
Artist 203/948 | Stage Name: Allen Kim | Full Name: Kim Ki-bum | Gender: Male | Birth Year: 1990-12-29 | Age: 35 | Birth Place: Unknown | Nationality: Korean | Occupation(s):  | Years Active: 2006–present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 204/948 | Stage Name: Kim C | Full Name: Kim Dae Won | Gender: Unknown | Birth Year: 1971-11-15 | Age: 54 | Birth Place: Chuncheon, Gangwon-do | Nationality: Korean | Occupation(s):  | Years Active: 1997–present | Group: None | Genre: K-pop | 
Artist 205/948 | Stage Name: Kim Dong-han | Full Name: Kim Dong-han | Gender: Male | Birth Year: 1998-07-03 | Age: 27 | Birth Place: Dalseo District, Daegu, South Korea | Nationality: Korean | Occupation(s): Singer, actor, songwriter | Years Active: 2017–present | Group: WEi | Genre: K-pop | 
Artist 206/948 | Stage Name: Kim Dong-hyun (actor) | Full Name: Kim Dong-hyun | Gender: Male | Birth Year: 1989-02-12 | Age: 37 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2008–present | Group: BF | Genre: K-pop | 
Artist 207/948 | Stage Name: Kim Dong-hyun (singer, born 1998) | Full Name: Kim Dong-hyun | Gender: Male | Birth Year: 1998-09-17 | Age: 27 | Birth Place: Jung District, Daejeon, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor | Years Active: 2017–present | Group: MXM | Genre: K-pop, hip hop, R&B[unreliable source?], tropical house | 
Artist 208/948 | Stage Name: Kim Dong-jun | Full Name: Kim Dong-jun | Gender: Male | Birth Year: 1992-02-11 | Age: 34 | Birth Place: Busan, South Korea | Nationality: South Korean | Occupation(s): Singer, actor | Years Active: 2010–present | Group: ZE:A | Genre: K-pop, dance | 
Artist 209/948 | Stage Name: Kim Dong-wan | Full Name: Kim Dong-wan | Gender: Male | Birth Year: 1979-11-21 | Age: 46 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 1998–present | Group: Shinhwa | Genre: K-pop, R&B, dance, hip-hop, electropop | 
Artist 210/948 | Stage Name: Eddy Kim | Full Name: Kim Jung-hwan | Gender: Male | Birth Year: 1990-11-23 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, guitarist | Years Active: 2014–present | Group: None | Genre: K-pop | 
Artist 211/948 | Stage Name: Eli Kim | Full Name: Ellison Kyoung-jae Kim | Gender: Male | Birth Year: 1991-03-13 | Age: 34 | Birth Place: Los Angeles, California, U.S | Nationality: Korean | Occupation(s): Singer, rapper | Years Active: 2008–2019 2023-present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 212/948 | Stage Name: Kim Feel | Full Name: Kim Feel | Gender: Male | Birth Year: 1986-08-27 | Age: 39 | Birth Place: Unknown | Nationality: Korean | Occupation(s):  | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 213/948 | Stage Name: Kim Hee-chul | Full Name: Kim Hee-chul | Gender: Male | Birth Year: 1983-07-10 | Age: 42 | Birth Place: Hoengseong County, Gangwon Province, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, rapper, presenter, model, actor, radio host, director | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 214/948 | Stage Name: Kim Hyun-joong | Full Name: Kim Hyun-joong | Gender: Male | Birth Year: 1986-06-06 | Age: 39 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, Dancer, Model, Singer, Songwriter | Years Active: 2004–present | Group: SS501 | Genre: K-pop, J-pop, dance, R&B | 
Artist 215/948 | Stage Name: Kim Hyung-jun | Full Name: Kim Hyung-jun | Gender: Male | Birth Year: 1987-08-03 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, DJ, MC, actor | Years Active: 2005–present | Group: SS501 | Genre: K-pop, J-pop, dance, R&B | 
Artist 216/948 | Stage Name: Kim Jae-duck | Full Name: Kim Jae-duck | Gender: Male | Birth Year: 1979-08-07 | Age: 46 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, choreographer | Years Active: 1997–present | Group: Sechs Kies | Genre: K-pop, dance-pop, hip hop, R&B | 
Artist 217/948 | Stage Name: Kim Jae-hwan (singer) | Full Name: Kim Jae-hwan | Gender: Male | Birth Year: 1996-05-27 | Age: 29 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2017–present | Group: None | Genre: K-pop, EDM, Hip hop, R&B | 
Artist 218/948 | Stage Name: Kim Jae-hyun | Full Name: Kim Jae-hyun | Gender: Male | Birth Year: 1994-07-15 | Age: 31 | Birth Place: Seoul, Mapo-gu, South Korea | Nationality: South Korean | Occupation(s): Actor, model, singer | Years Active: 2011–present | Group: N.Flying | Genre: Rap rock, Pop rock, Alternative rock | 
Artist 219/948 | Stage Name: Kim Jae-joong | Full Name: Han Jae-joon | Gender: Male | Birth Year: 1986-01-26 | Age: 40 | Birth Place: Gongju, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor, director, producer | Years Active: 2003–present | Group: TVXQ! | Genre: K-pop, pop, dance, R&B, electronic, rock | 
Artist 220/948 | Stage Name: Kim Jae-yong | Full Name: Kim Jae-yong | Gender: Male | Birth Year: 1994-02-13 | Age: 32 | Birth Place: Goyang, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2014–present | Group: HALO | Genre: K-pop | 
Artist 221/948 | Stage Name: Kim Jeong-hoon | Full Name: Kim Jeong-hoon | Gender: Male | Birth Year: 1980-01-20 | Age: 46 | Birth Place: Jinju, South Korea | Nationality: Korean | Occupation(s): Not found | Years Active: 2000–present | Group: UN | Genre: R&B, pop, k-pop | 
Artist 222/948 | Stage Name: Kim Ji-hoon (singer) | Full Name: Kim Ji-hoon | Gender: Male | Birth Year: 1973-05-05 | Age: 52 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s): Singer, songwriter, Record producer, actor, Television presenter, VJ | Years Active: 1990–2013 | Group: None | Genre: K-pop | 
Artist 223/948 | Stage Name: Kim Ji-hoon (actor, born 2000) | Full Name: Kim Ji-hoon | Gender: Male | Birth Year: 2000-01-09 | Age: 26 | Birth Place: Daegu, South Korea | Nationality: South Korean | Occupation(s): Singer, actor | Years Active: 2007  –present | Group: BXB | Genre: K-pop | 
Artist 224/948 | Stage Name: Kim Ji-soo (singer, born 1990) | Full Name: Kim Ji-soo | Gender: Unknown | Birth Year: 1990-02-05 | Age: 36 | Birth Place: South Korea | Nationality: South Korean | Occupation(s): Singer-songwriter, musician | Years Active: 2010–present | Group: None | Genre: Pop, folk | 
Artist 225/948 | Stage Name: Kim Ji-woong | Full Name: Kim Ji-woong | Gender: Male | Birth Year: 1998-12-14 | Age: 27 | Birth Place: North Gyeongsang Province, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2016–present | Group: Zerobaseone | Genre: K-pop | 
Artist 226/948 | Stage Name: Kim Jin-ho (singer) | Full Name: Kim Jin-ho | Gender: Male | Birth Year: 1986-05-21 | Age: 39 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, Actor | Years Active: 2004–present | Group: SG Wannabe | Genre: Kpop, R&B, ballad | 
Artist 227/948 | Stage Name: Kim Jin-woo (musician) | Full Name: Kim Jin-woo | Gender: Unknown | Birth Year: 1991-09-26 | Age: 34 | Birth Place: Imja Island, Sinan County, South Jeolla, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2014–present | Group: Winner | Genre: K-pop, R&B, Hip-hop | 
Artist 228/948 | Stage Name: Kim Jong-hyeon | Full Name: Kim Jong-hyeon | Gender: Male | Birth Year: 1995-06-08 | Age: 30 | Birth Place: Gangneung, Gangwon, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, dancer, actor | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 229/948 | Stage Name: Kim Jong-kook | Full Name: Kim Jong-kook | Gender: Male | Birth Year: 1976-04-25 | Age: 49 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, entertainer, actor | Years Active: 1995–present | Group: Turbo | Genre: K-pop, dance, hip hop | 
Artist 230/948 | Stage Name: Kim Jong-min | Full Name: Kim Jong-min | Gender: Male | Birth Year: 1979-09-24 | Age: 46 | Birth Place: Dobong-gu, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, television personality | Years Active: 2000–present | Group: Koyote | Genre: K-pop, dance, hip hop | 
Artist 231/948 | Stage Name: Kim Joon | Full Name: Kim Hyung-joon | Gender: Male | Birth Year: 1984-02-03 | Age: 42 | Birth Place: Gwacheon, Gyeonggi, South Korea | Nationality: South Korean | Occupation(s): Singer, actor | Years Active: 2007–present | Group: None | Genre: K-pop | 
Artist 232/948 | Stage Name: Kim Jung-mo | Full Name: Kim Jung-mo | Gender: Male | Birth Year: 1985-03-26 | Age: 40 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2004–present | Group: None | Genre: K-pop | 
Artist 233/948 | Stage Name: Kim Jung-woo (singer) | Full Name: Kim Jung-woo | Gender: Male | Birth Year: 1990-05-09 | Age: 35 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2010–present | Group: None | Genre: K-pop | 
Artist 234/948 | Stage Name: Kim Junsu | Full Name: Kim Jun-su | Gender: Male | Birth Year: 1986-12-15 | Age: 39 | Birth Place: Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer, musical actor, songwriter | Years Active: 2003–present | Group: TVXQ | Genre: K-pop, pop, dance, R&B, electronic, rock | 
Artist 235/948 | Stage Name: Kim Ki-bum | Full Name: Kim Ki-bum | Gender: Male | Birth Year: 1987-08-21 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s): Actor, singer | Years Active: 2004–2022 | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 236/948 | Stage Name: Kim Kyu-jong | Full Name: Kim Kyu-jong | Gender: Male | Birth Year: 1987-02-24 | Age: 39 | Birth Place: Jeonju, North Jeolla Province, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, DJ, MC, actor, model | Years Active: 2005–present | Group: SS501 | Genre: K-pop, J-pop, dance, R&B | 
Artist 237/948 | Stage Name: Kim Min-kyu (entertainer) | Full Name: Kim Min-kyu | Gender: Male | Birth Year: 2001-03-12 | Age: 24 | Birth Place: Gumi, North Gyeongsang, South Korea | Nationality: Korean | Occupation(s): Actor, model | Years Active: 2019–present | Group: None | Genre: K-pop | 
Artist 238/948 | Stage Name: Roy Kim | Full Name: Kim Sang-woo | Gender: Male | Birth Year: 1993-07-03 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, radio presenter | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 239/948 | Stage Name: Kim Ryeo-wook | Full Name: Kim Ryeo-wook | Gender: Male | Birth Year: 1987-06-21 | Age: 38 | Birth Place: Incheon, South Korea | Nationality: South Korean | Occupation(s): Singer, songwriter, actor, radio personality | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 240/948 | Stage Name: Sam Kim | Full Name: Kim Gun-ji | Gender: Male | Birth Year: 1998-02-19 | Age: 28 | Birth Place: Seattle, Washington, United States | Nationality: Korean | Occupation(s): Singer, songwriter, guitarist | Years Active: 2013–present | Group: None | Genre: K-pop | 
Artist 241/948 | Stage Name: Kim Se-yong | Full Name: Kim Se-yong | Gender: Male | Birth Year: 1991-11-20 | Age: 34 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, dancer, actors | Years Active: 2009–present | Group: Myname | Genre: K-pop, J-pop | 
Artist 242/948 | Stage Name: Kim Sun-woong | Full Name: Kim Sun-woong | Gender: Male | Birth Year: 1991-11-01 | Age: 34 | Birth Place: Ansan, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2009–present | Group: None | Genre: K-pop | 
Artist 243/948 | Stage Name: Kim Sung-jae | Full Name: Kim Sung-jae | Gender: Male | Birth Year: 1972-04-18 | Age: 53 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1993–1995 | Group: None | Genre: K-pop | 
Artist 244/948 | Stage Name: Kim Sung-joo (entertainer) | Full Name: Kim Sung-joo | Gender: Male | Birth Year: 1994-02-16 | Age: 32 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2014–present | Group: UNIQ | Genre: K-pop, mandopop, dance | 
Artist 245/948 | Stage Name: Kim Sung-kyu | Full Name: Kim Sung-kyu | Gender: Male | Birth Year: 1989-04-28 | Age: 36 | Birth Place: Jeonju, Jeollabuk-do, South Korea | Nationality: Korean | Occupation(s): Singer, actor, presenter | Years Active: 2010–present | Group: Infinite | Genre: K-pop, Synth-pop, Pop rock, R&B, electronic | 
Artist 246/948 | Stage Name: Kim Tae-woo (singer) | Full Name: Kim Tae-woo | Gender: Male | Birth Year: 1981-05-12 | Age: 44 | Birth Place: Gumi, North Gyeongsang, South Korea | Nationality: Korean | Occupation(s): Singer, Music producer | Years Active: 1999–present | Group: g.o.d | Genre: K-pop, R&B | 
Artist 247/948 | Stage Name: Kim Woo-seok (singer) | Full Name: Kim Woo-seok | Gender: Male | Birth Year: 1996-10-27 | Age: 29 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2015–present | Group: Up10tion | Genre: K-pop, hip hop, electronica | 
Artist 248/948 | Stage Name: Kim Woo-sung (singer) | Full Name: Kim Woosung | Gender: Male | Birth Year: 1993-02-25 | Age: 33 | Birth Place: Wonju, Gangwon, South Korea | Nationality: Korean | Occupation(s): Singer, musician, songwriter | Years Active: 2017  –present | Group: The Rose | Genre: Art rock, pop rock, indie pop, indie rock, alternative rock | 
Artist 249/948 | Stage Name: Kim Woojin | Full Name: Kim Woojin | Gender: Male | Birth Year: 1997-04-08 | Age: 28 | Birth Place: Bucheon, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2017–present | Group: Stray Kids | Genre: K-pop, hip-hop, electronic | 
Artist 250/948 | Stage Name: Kim Yo-han | Full Name: Kim Yo-han | Gender: Male | Birth Year: 1999-09-22 | Age: 26 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2019–present | Group: WEi | Genre: K-pop | 
Artist 251/948 | Stage Name: Kim Yong-jun (singer) | Full Name: Kim Yong-jun | Gender: Male | Birth Year: 1984-09-12 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2004–present | Group: SG Wannabe | Genre: Kpop, R&B, ballad | 
Artist 252/948 | Stage Name: Kino (singer) | Full Name: Kang Hyung-gu | Gender: Male | Birth Year: 1998-01-27 | Age: 28 | Birth Place: Seongnam, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, rapper, composer, dancer | Years Active: 2016–present | Group: Pentagon | Genre: K-pop, electronic, dance-pop | 
Artist 253/948 | Stage Name: Ko Ji-yong | Full Name: Ko Ji-yong | Gender: Male | Birth Year: 1980-07-01 | Age: 45 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 1997–2000, 2016 | Group: Sechs Kies | Genre: K-pop, dance-pop, hip hop, R&B | 
Artist 254/948 | Stage Name: Koo Jun-hoe | Full Name: Koo Jun-hoe | Gender: Male | Birth Year: 1997-03-31 | Age: 28 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2009–present | Group: iKon | Genre: K-pop, hip hop | 
Artist 255/948 | Stage Name: Koo Jun-yup | Full Name: Koo Jun-yup | Gender: Male | Birth Year: 1969-09-11 | Age: 56 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, DJ, music producer, dancer, songwriter | Years Active: 1996–present | Group: CLON | Genre: Dance music, K-pop | 
Artist 256/948 | Stage Name: Kwak Jin-eon | Full Name: Kwak Jin-eon | Gender: Male | Birth Year: 1991-10-23 | Age: 34 | Birth Place: South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2014–present | Group: None | Genre: K-pop | 
Artist 257/948 | Stage Name: Kwon Hyun-bin | Full Name: Kwon Hyun-bin | Gender: Male | Birth Year: 1997-03-04 | Age: 28 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, model, actor | Years Active: 2015–present | Group: None | Genre: K-pop | 
Artist 258/948 | Stage Name: Kyoungyoon | Full Name: Lee Kyoung-yoon | Gender: Male | Birth Year: 2000-02-21 | Age: 26 | Birth Place: Yeongdeok County, North Gyeongsang Province, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2019-present | Group: DKZ | Genre: K-pop | 
Artist 259/948 | Stage Name: L (entertainer) | Full Name: Kim Myung-soo | Gender: Male | Birth Year: 1992-03-13 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2010–present | Group: Infinite | Genre: K-pop, Synth-pop, Pop rock, R&B, electronic | 
Artist 260/948 | Stage Name: Lai Kuan-lin | Full Name: Lai Kuan-lin | Gender: Male | Birth Year: 2001-09-23 | Age: 24 | Birth Place: Taipei, Taiwan | Nationality: Chinese | Occupation(s): Rapper, singer, actor, film director | Years Active: 2017–2024 | Group: Pentagon | Genre: K-pop, electronic, dance-pop | 
Artist 261/948 | Stage Name: Henry Lau | Full Name: Henry Lau | Gender: Male | Birth Year: 1989-10-11 | Age: 36 | Birth Place: Toronto, Ontario, Canada | Nationality: Chinese | Occupation(s): Singer, songwriter, musician, record producer | Years Active: 2007–present | Group: Super Junior-M | Genre: Mandopop, dance, R&B, electronic | 
Artist 262/948 | Stage Name: Alexander Lee (entertainer) | Full Name: Alexander Lee Eusebio | Gender: Male | Birth Year: 1988-07-29 | Age: 37 | Birth Place: Hong Kong | Nationality: Chinese | Occupation(s): Singer, Rapper, Actor, Presenter | Years Active: 2008  –present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 263/948 | Stage Name: Andy Lee (South Korean singer) | Full Name: Lee Sun-ho | Gender: Male | Birth Year: 1981-01-21 | Age: 45 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): singer, actor, rapper, record producer | Years Active: 1998–present | Group: Shinhwa | Genre: K-pop, R&B, dance, hip-hop, electropop | 
Artist 264/948 | Stage Name: Lee Chan-hyuk | Full Name: Lee Chan-hyuk | Gender: Male | Birth Year: 1996-09-12 | Age: 29 | Birth Place: Uijeongbu, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, producer, author | Years Active: 2014–present | Group: AKMU | Genre: K-pop, soul, folk-pop | 
Artist 265/948 | Stage Name: Lee Chang-min (singer) | Full Name: Lee Chang-min | Gender: Male | Birth Year: 1986-05-01 | Age: 39 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2008–present | Group: 2AM | Genre: K-pop, R&B, soul | 
Artist 266/948 | Stage Name: Lee Chang-sub | Full Name: Lee Chang-sub | Gender: Male | Birth Year: 1991-02-26 | Age: 34 | Birth Place: Suwon, Gyeonggi-do, South Korea | Nationality: Korean | Occupation(s): Singer, musical actor | Years Active: 2012–present | Group: BtoB | Genre: K-pop, dance-pop, R&B, ballad, jazz, J-pop | 
Artist 267/948 | Stage Name: Lee Dae-hwi | Full Name: Lee Dae-hwi | Gender: Male | Birth Year: 2001-01-29 | Age: 25 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, record producer, television personality, actor | Years Active: 2017–present | Group: AB6IX | Genre: K-pop, deep house, hip hop, R&B, pop rock | 
Artist 268/948 | Stage Name: Lee Donghae | Full Name: Lee Dong-hae | Gender: Male | Birth Year: 1986-10-15 | Age: 39 | Birth Place: Mokpo, South Korea | Nationality: South Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2001–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 269/948 | Stage Name: Lee Eugene | Full Name: Lee Eugene | Gender: Male | Birth Year: 2004-12-11 | Age: 21 | Birth Place: South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2018–present | Group: None | Genre: K-pop | 
Artist 270/948 | Stage Name: Lee Eun-sang (singer) | Full Name: Lee Eun-sang | Gender: Male | Birth Year: 2002-10-26 | Age: 23 | Birth Place: Jeju Province, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2019–present | Group: Younite | Genre: K-pop | 
Artist 271/948 | Stage Name: Lee Gi-kwang | Full Name: Lee Gi-kwang | Gender: Male | Birth Year: 1990-03-30 | Age: 35 | Birth Place: Gwangju, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2008–present | Group: Highlight | Genre: K-pop | 
Artist 272/948 | Stage Name: Lee Gun-woo | Full Name: Lee Gun-woo | Gender: Male | Birth Year: 1989-01-30 | Age: 37 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 273/948 | Stage Name: Lee Hong-bin | Full Name: Lee Hong-bin | Gender: Male | Birth Year: 1993-09-29 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, actor, presenter | Years Active: 2012–2020 | Group: VIXX | Genre: K-pop | 
Artist 274/948 | Stage Name: Lee Hong-gi | Full Name: Lee Hong-gi | Gender: Male | Birth Year: 1990-03-02 | Age: 35 | Birth Place: Bundang District, Seongnam, South Korea | Nationality: Korean | Occupation(s): Singer, television personality, actor | Years Active: 2002–present | Group: F.T. Island | Genre: K-rock, pop rock | 
