Artist 459/948 | Stage Name: Yesung | Full Name: Kim Kang-hoon | Gender: Male | Birth Year: 1984-08-24 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s): Singer, songwriter, actor, radio personality, MC | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 460/948 | Stage Name: Yong Jun-hyung | Full Name: Yong Jae-soon | Gender: Male | Birth Year: 1989-12-19 | Age: 36 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, rapper, record producer, actor | Years Active: 2007–2019 2022–present | Group: Highlight | Genre: K-pop | 
Artist 461/948 | Stage Name: Yoo Hee-jae | Full Name: Yoo Hee-jae | Gender: Male | Birth Year: 1994-02-22 | Age: 32 | Birth Place: Hannam-dong, Yongsan District, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2016–present | Group: Masc | Genre: K-pop | 
Artist 462/948 | Stage Name: Yoo Hwe-seung | Full Name: Yoo Hwe-seung | Gender: Male | Birth Year: 1995-02-28 | Age: 30 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, musical theatre actor | Years Active: 2017–present | Group: N.Flying | Genre: Rap rock, Pop rock, Alternative rock | 
Artist 463/948 | Stage Name: Yoo Il | Full Name: Park Sang-il | Gender: Male | Birth Year: 1990-01-11 | Age: 36 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2009–2020 | Group: None | Genre: K-pop | 
Artist 464/948 | Stage Name: Yoo Jae-suk | Full Name: Yoo Jae-suk | Gender: Male | Birth Year: 1972-08-14 | Age: 53 | Birth Place: Suyu-dong, Gangbuk District, Seoul, South Korea | Nationality: Korean | Occupation(s): Not found | Years Active: 1991–present | Group: None | Genre: K-pop | 
Artist 465/948 | Stage Name: Yoo Seon-ho | Full Name: Yoo Seon-ho | Gender: Male | Birth Year: 2002-01-28 | Age: 24 | Birth Place: Incheon, South Korea | Nationality: South Korean | Occupation(s): Actor, singer, model | Years Active: 2017–present | Group: None | Genre: K-pop | 
Artist 466/948 | Stage Name: Yoo Seung-jun | Full Name: Steve Sueng Jun Yoo | Gender: Male | Birth Year: 1976-12-15 | Age: 49 | Birth Place: Seoul, South Korea | Nationality: American | Occupation(s): Not found | Years Active: 1997–present | Group: None | Genre: K-pop | 
Artist 467/948 | Stage Name: Yoo Seung-woo | Full Name: Yoo Seung-woo | Gender: Unknown | Birth Year: 1997-02-26 | Age: 28 | Birth Place: Cheonan, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, Guitarist | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 468/948 | Stage Name: Yoo Young-jae | Full Name: Yoo Young-jae | Gender: Male | Birth Year: 1994-01-24 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 469/948 | Stage Name: Yook Sung-jae | Full Name: Yook Sung-jae | Gender: Male | Birth Year: 1995-05-02 | Age: 30 | Birth Place: Yongin, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2012–present | Group: BtoB | Genre: K-pop, dance-pop, R&B, ballad, jazz, J-pop | 
Artist 470/948 | Stage Name: Yoon Do-hyun | Full Name: Yoon Do-hyun | Gender: Male | Birth Year: 1972-02-03 | Age: 54 | Birth Place: Paju, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1993–present | Group: Yoon Do-hyun Band (YB) | Genre: Rock | 
Artist 471/948 | Stage Name: Yoon Doo-joon | Full Name: Yoon Doo-joon | Gender: Male | Birth Year: 1989-07-04 | Age: 36 | Birth Place: Goyang, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2008–present | Group: Highlight | Genre: K-pop | 
Artist 472/948 | Stage Name: Yoon Hyun-sang | Full Name: Yoon Hyun-sang | Gender: Male | Birth Year: 1994-01-14 | Age: 32 | Birth Place: South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2012-present | Group: None | Genre: K-pop | 
Artist 473/948 | Stage Name: Yoon Ji-sung | Full Name: Yoon Ji-sung | Gender: Male | Birth Year: 1991-03-08 | Age: 34 | Birth Place: Wonju, Gangwon Province, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2017–present | Group: None | Genre: K-pop | 
Artist 474/948 | Stage Name: Yoon Jong-shin | Full Name: Yoon Jong-shin | Gender: Unknown | Birth Year: 1969-10-15 | Age: 56 | Birth Place: South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, record producer, record executive | Years Active: 1990–present | Group: None | Genre: K-pop | 
Artist 475/948 | Stage Name: Yoon Kye-sang | Full Name: Yoon Kye-sang | Gender: Male | Birth Year: 1978-12-20 | Age: 47 | Birth Place: Jamsil-dong, Songpa-gu, Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 1999–present | Group: g.o.d | Genre: K-pop, R&B | 
Artist 476/948 | Stage Name: Yoon Min-soo | Full Name: Yoon Min-soo | Gender: Male | Birth Year: 1980-02-27 | Age: 45 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1998–present | Group: Vibe | Genre: K-pop, R&B | 
Artist 477/948 | Stage Name: Yoon San-ha | Full Name: Yoon San-ha | Gender: Male | Birth Year: 2000-03-21 | Age: 25 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2015–present | Group: Astro | Genre: K-pop, electropop, synth-pop, R&B | 
Artist 478/948 | Stage Name: Young K | Full Name: Kang Young-hyun | Gender: Male | Birth Year: 1993-12-19 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Musician, singer, songwriter, bassist, rapper, radio host | Years Active: 2015–present | Group: Day6 | Genre: Pop rock, K-pop, pop punk, power pop | 
Artist 479/948 | Stage Name: Youngjun | Full Name: Go Young-jun | Gender: Male | Birth Year: 1978-12-28 | Age: 47 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2003–present | Group: Brown Eyed Soul | Genre: K-pop, R&B | 
Artist 480/948 | Stage Name: Yugyeom | Full Name: Kim Yu-gyeom | Gender: Male | Birth Year: 1997-11-17 | Age: 28 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer | Years Active: 2014–present | Group: Got7 | Genre: K-pop, hip hop, trap, R&B | 
Artist 481/948 | Stage Name: Yunho | Full Name: Jung Yunho | Gender: Male | Birth Year: 1986-02-06 | Age: 40 | Birth Place: Gwangsan, Gwangju, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, dancer, actor | Years Active: 2003–present | Group: TVXQ | Genre: K-pop, pop, dance, R&B, electronic, rock | 
Artist 482/948 | Stage Name: Yuta (Japanese singer) | Full Name: Yuta Nakamoto | Gender: Male | Birth Year: 1995-10-26 | Age: 30 | Birth Place: Kadoma, Osaka, Japan | Nationality: Japanese | Occupation(s): Singer, songwriter, actor, dancer, radio host | Years Active: 2013–present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 483/948 | Stage Name: Zelo | Full Name: Choi Jun-hong | Gender: Male | Birth Year: 1996-10-15 | Age: 29 | Birth Place: Mokpo, South Korea | Nationality: Korean | Occupation(s): Rapper, dancer | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 484/948 | Stage Name: Zhang Hao (singer) | Full Name: Zhang Hao | Gender: Male | Birth Year: 2000-07-25 | Age: 25 | Birth Place: Fujian, China | Nationality: Chinese | Occupation(s):  | Years Active: 2023–present | Group: Zerobaseone | Genre: K-pop | 
Artist 485/948 | Stage Name: Lay Zhang | Full Name: Zhang Yixing | Gender: Male | Birth Year: 1991-10-07 | Age: 34 | Birth Place: Changsha, Hunan, China | Nationality: Chinese | Occupation(s): Singer, songwriter, dancer, actor, record producer, businessman | Years Active: 1998–2006 2012–present | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 486/948 | Stage Name: Zhou Mi | Full Name: Zhou Mi | Gender: Male | Birth Year: 1986-04-19 | Age: 39 | Birth Place: Wuhan, Hubei, China | Nationality: Chinese | Occupation(s): Singer, songwriter, presenter, actor, entertainer, radio personality, author | Years Active: 2008–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 487/948 | Stage Name: Zhou Yixuan | Full Name: Zhou Yixuan | Gender: Male | Birth Year: 1990-12-11 | Age: 35 | Birth Place: Shengzhou, Zhejiang, China | Nationality: Chinese | Occupation(s): Rapper, singer, actor | Years Active: 2014–present | Group: UNIQ | Genre: K-pop, mandopop, dance | 
Artist 488/948 | Stage Name: Zhu Zhengting | Full Name: Zhu Zhengting | Gender: Male | Birth Year: 1996-03-18 | Age: 29 | Birth Place: Ma'anshan, Anhui, China | Nationality: Chinese | Occupation(s): Singer, dancer, actor | Years Active: 2017–present | Group: NEXT | Genre: C-pop | 
Artist 489/948 | Stage Name: Zick Jasper | Full Name: Kim Han-gil | Gender: Male | Birth Year: 1988-07-26 | Age: 37 | Birth Place: Ilsan, South Korea | Nationality: Korean | Occupation(s): Rapper, beatboxer | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 490/948 | Stage Name: Zico (rapper) | Full Name: Woo Ji-ho | Gender: Male | Birth Year: 1992-09-14 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, record producer, singer-songwriter | Years Active: 2011–present | Group: Block B | Genre: K-pop, hip hop | 
Artist 491/948 | Stage Name: Ah Young | Full Name: Cho A-young | Gender: Female | Birth Year: 1991-05-26 | Age: 34 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2011–present | Group: Dal Shabet | Genre: K-pop, dance-pop, synth-pop | 
Artist 492/948 | Stage Name: Ahn Ji-young | Full Name: Ahn Ji-young | Gender: Female | Birth Year: 1995-09-14 | Age: 30 | Birth Place: Yeongju, North Gyeongsang Province, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2016–present | Group: BOL4 | Genre: K-pop, folk rock, Rhythm & Blues, Indie pop | 
Artist 493/948 | Stage Name: Ahn So-hee | Full Name: Ahn So-hee | Gender: Female | Birth Year: 1992-06-27 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actress, singer | Years Active: 2004–present | Group: None | Genre: K-pop | 
Artist 494/948 | Stage Name: Ahn Sol-bin | Full Name: Ahn Sol-bin | Gender: Female | Birth Year: 1997-08-19 | Age: 28 | Birth Place: Seongnam, South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2014–present | Group: Laboum | Genre: K-pop | 
Artist 495/948 | Stage Name: Ailee | Full Name: Amy Lee | Gender: Female | Birth Year: 1989-05-30 | Age: 36 | Birth Place: Denver, Colorado, U.S. | Nationality: American | Occupation(s): Singer, songwriter | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 496/948 | Stage Name: AleXa | Full Name: Alexaundra Christine Schneiderman | Gender: Female | Birth Year: 1996-12-09 | Age: 29 | Birth Place: Tulsa, Oklahoma, U.S. | Nationality: Korean | Occupation(s):  | Years Active: 2019–present | Group: None | Genre: K-pop | 
Artist 497/948 | Stage Name: Ali (South Korean singer) | Full Name: Jo Yong-jin | Gender: Female | Birth Year: 1984-11-20 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Not found | Years Active: 2005–present | Group: None | Genre: K-pop | 
Artist 498/948 | Stage Name: An Ye-seul | Full Name: An Ye-seul | Gender: Female | Birth Year: 1995-10-28 | Age: 30 | Birth Place: Wonju, Gangwon Province, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 499/948 | Stage Name: An Yu-jin | Full Name: An Yu-jin | Gender: Female | Birth Year: 2003-09-01 | Age: 22 | Birth Place: Cheongju, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2018–present | Group: Ive | Genre: K-pop, pop, bubblegum pop, electronic, EDM | 
Artist 500/948 | Stage Name: Anda (singer) | Full Name: Won Min-ji | Gender: Female | Birth Year: 1991-02-05 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 501/948 | Stage Name: Annie Moon | Full Name: Moon Seo-yoon | Gender: Female | Birth Year: 2002-01-23 | Age: 24 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, rapper | Years Active: 2025–present | Group: AllDay Project | Genre: K-pop | 
Artist 502/948 | Stage Name: Arin (singer) | Full Name: Choi Ye-won | Gender: Female | Birth Year: 1999-06-18 | Age: 26 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2015–present | Group: Oh My Girl | Genre: K-pop | 
Artist 503/948 | Stage Name: Bada (singer) | Full Name: Choi Sung-hee | Gender: Female | Birth Year: 1980-02-28 | Age: 45 | Birth Place: Bucheon, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, composer, actress, television presenter | Years Active: 1997–present | Group: S.E.S. | Genre: K-pop, dance-pop | 
Artist 504/948 | Stage Name: Bae Seul-ki | Full Name: Bae Seul-ki | Gender: Female | Birth Year: 1986-09-27 | Age: 39 | Birth Place: South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2005–present | Group: None | Genre: K-pop | 
Artist 505/948 | Stage Name: Bae Suzy | Full Name: Bae Su-ji | Gender: Female | Birth Year: 1994-10-10 | Age: 31 | Birth Place: Gwangju, South Korea | Nationality: Korean | Occupation(s): Singer, actress, model | Years Active: 2010–present | Group: None | Genre: K-pop | 
Artist 506/948 | Stage Name: Bae Woo-hee | Full Name: Bae Woo-hee | Gender: Female | Birth Year: 1991-11-21 | Age: 34 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2012–present | Group: Dal Shabet | Genre: K-pop, dance-pop, synth-pop | 
Artist 507/948 | Stage Name: Baek A-yeon | Full Name: Baek A-yeon | Gender: Female | Birth Year: 1993-03-11 | Age: 32 | Birth Place: Seongnam, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 508/948 | Stage Name: Baek Ji-young | Full Name: Baek Ji-young | Gender: Female | Birth Year: 1976-03-25 | Age: 49 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1999–present | Group: None | Genre: K-pop | 
Artist 509/948 | Stage Name: Yerin Baek | Full Name: Baek Ye-rin | Gender: Female | Birth Year: 1997-06-26 | Age: 28 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2012–present | Group: The Volunteers | Genre: Rock | 
Artist 510/948 | Stage Name: Bailey Sok | Full Name: Bailey Drew Sok | Gender: Female | Birth Year: 2004-02-24 | Age: 22 | Birth Place: Placentia, California, U.S. | Nationality: Korean | Occupation(s): Dancer, choreographer, singer, rapper | Years Active: 2010–present | Group: AllDay Project | Genre: K-pop | 
Artist 511/948 | Stage Name: Bang Min-ah | Full Name: Bang Min-ah | Gender: Female | Birth Year: 1993-05-13 | Age: 32 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Singer, actress | Years Active: 2010–present | Group: Girl's Day | Genre: K-pop, dance-pop, electro swing | 
Artist 512/948 | Stage Name: Belle (singer) | Full Name: Shim Hye-won | Gender: Female | Birth Year: 2004-03-20 | Age: 21 | Birth Place: Seattle, Washington, U.S. | Nationality: Korean | Occupation(s):  | Years Active: 2021–present | Group: Kiss of Life | Genre: K-pop, R&B, dance-pop | 
Artist 513/948 | Stage Name: Ben (South Korean singer) | Full Name: Lee Eun-young | Gender: Female | Birth Year: 1991-07-30 | Age: 34 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2010–present | Group: None | Genre: K-pop | 
